PM Modi addresses Inaugural Session of BIMSTEC Summit,"Modi In Nepal,Nepal,Kathmandu,BIMSTEC,Summit,International,India First,Disaster Management,Trade,Economy,Foreign Policy,Culture,Human Development,Security,Development,Science and Technology,Waste management,International Buddhist Conclave,Festival,Sports,Research,WTO,JIPMER,Indian Technical and Economic Cooperation,Climate Change,Environment,Entrepreneur,Transport,Act East Policy,2018,Connectivity,Blue Economy,Speeches,Captain Jai Narain Prasad Nishad,Condolence",https://www.narendramodi.in/pm-modi-addresses-plenary-session-of-4th-bimstec-summit-in-kathmandu-nepal,73
"As a citizen of India, we have the right and duty to ensure that our name is on the voters' list: PM Modi","Narendra Modi,Narendra Modi App,BJP,Karyakarta,Election,Good Governance,Governance Reform,Healthcare,Telemedicine,Banaras Hindu University,Doctors,Nari Shakti,Women Empowerment,Ayushman Bharat Yojana,Health and Wellness Centre,Empowering the Poor,Education,Children,Voter Registration,Defence,Democracy,Social Media,Volunteer,Drinking Water Supply Scheme,Mobile,Aviation,Economy,UDAN,Indian Railways,Swachh Bharat Abhiyan,Electricity for all,Pravasi Bharatiya Divas,Sanitation,Infrastructure,Road,Social Empowerment,AIIMS,Bharatiya Janata Yuva Morcha,Speeches,Video Conference,Captain Jai Narain Prasad Nishad,Condolence",https://www.narendramodi.in/text-of-pm-interaction-with-varanasi-morchas-vibhag-supporters-and-volunteers-29th-august-2018,74
Atal Ji was a true patriot: PM Narendra Modi during Mann Ki Baat,"Mann Ki Baat,Atal Bihari Vajpayee,Tribute,Sports,Kerala,National Disaster Response Force,Good Governance,Patriot,Raksha Bandhan,Festival,Sanskrit,India First,Global Warming,Technology,Astrology,Education,Teacher's Day,Children,Dr. Sarvepalli Radhakrishnan,Science and Technology,Floods,Defence,Ministry of Defence,Onam,Constitution,Politics,Election,Citizen Engagement,Governance Reform,International,OBC community,SC/ST,Parliament,Triple Talaq,Muslim Community,Asian Games,Yuva Shakti,Major Dhyan Chand,#HumFitTohIndiaFit,Environment,Geotagging,Speeches,Captain Jai Narain Prasad Nishad,Condolence",https://www.narendramodi.in/atal-ji-was-a-true-patriot-pm-narendra-modi-during-mann-ki-baat,75
Greater technological intervention in forensic science can help tackle challenges of cyber security: PM Modi,"Gandhinagar,Gujarat,Education,Convocation,Forensic Science University,Security,Digital India,Economy,Hospital,National Security,Cyber Security,Cyber Forensic Labs,Nirbhaya Scheme,Women Empowerment,Nari Shakti,Swami Vivekananda,Human Development,Yuva Shakti,Technology,Law & Order,Good Governance,Speeches,Captain Jai Narain Prasad Nishad,Condolence",https://www.narendramodi.in/text-of-pm-s-speech-at-the-convocation-of-gujarat-forensic-sciences-university-in-gandhinagar-gujarat-,76
"It is our government's endeavour to ensure that every Indian has his own house by 2022: PM Modi","Gujarat,Pradhan Mantri Awas Yojana,Empowering the Poor,Good Governance,Housing,Pradhan Mantri Ujjwala Yojana,LED,Tribal Community,SC/ST,Drinking Water Supply Scheme,Water Conservation,Sewage Treatment Plant,Technology,Election,Rashtriya Gramin Swaraj,Development,Governance Reform,Electricity for all,Saubhagya,Banks,Pradhan Mantri Sahaj Bijli Har Ghar Yojana,Jan Dhan Yojana,India First,Swachh Bharat Abhiyan,Pradhan Mantri Gram Sadak Yojana,Atal Bihari Vajpayee,Skill Development,Skill India,Human Development,Vision,2022,Agriculture,Nari Shakti,Women Empowerment,Speeches,Captain Jai Narain Prasad Nishad,Condolence",https://www.narendramodi.in/text-of-pm-s-speech-at-a-public-meeting-in-valsad-gujarat,77
Impatient to take the country to new heights: PM Modi on Independence Day,"Independence Day,Greetings,PM's Wishes,Nari Shakti,Youth,Women Empowerment,Tribal Community,Economy,Tribute,Freedom Fighters,Martyrs,Jallianwala Bagh,Babasaheb Ambedkar,Poverty,Empowering the Poor,Yuva Shakti,Divyang,Armed Forces,Jan Bhagidari,Electricity,Optical Fibre,Mobile,Manufacturing,Industry,Transport,Business,Finance,Indian Institute of Information Technology,Indian Institute of Management,Education,Start up India,Skill Development,Internet,Irrigation,Surgical Strike,Terrorism,MSP,Scientists,Goods and Services Tax,Good Governance,Governance Reform,Ease Of Doing Business,FDI,Investment,International Solar Alliance,Organic Farming,Jobs,Employment,Entrepreneurship,MUDRA,E-Commerce,Business Process Outsourcing,Infrastructure,Agriculture,Farmer Welfare,Blue Revolution,Sweet Revolution,Exports,Pradhan Mantri Awas Yojana,Housing,Pradhan Mantri Ujjwala Yojana,Gas,Baisakhi,Satyagraha,Floods,Disaster Management,New India,Aspirational Districts,Ayushman Bharat Yojana,Human Development,Healthcare,Income Tax,Small and Medium Enterprises,Digital India,Law and Order,Children,Triple Talaq,Muslim Community,Defence,AIIMS,Sabka Saath Sabka Vikas,Electricity for all,Pradhan Mantri Suraksha Bima Yojana,Atal Bihari Vajpayee,Speeches,Captain Jai Narain Prasad Nishad,Condolence",https://www.narendramodi.in/english-rendering-of-prime-minister-shri-narendra-modi-s-address-to-the-nation-from-the-ramparts-of-the-red-fort-on-the-72nd-independence-day-august-15-2018,78
"IITs have become 'India's Instrument of Transformation': PM Modi","IIT,Mumbai,Convocation,Youth,Education,Human Development,Freedom Fighters,New India,Transforming India,Technology,Start up India,Development,Sports,Students,Science and Technology,Innovation,Artificial Intelligence,Data Analytics,Big Data Analytics,Smart City,Manufacturing,Environment,Energy,Research,Solar Power,World Biofuel Day,Clean Energy,Teach To Transform,Atal Innovation Mission,Global Innovation Index,Higher Education Institutions,Good Governance,Climate Change,Water Conservation,Infrastructure,Skill Development,Skill India,Prime Minister’s Research Fellows Scheme,Resources,Jobs,Ease Of Living,Governance Reform,Speeches,Captain Jai Narain Prasad Nishad,Condolence",https://www.narendramodi.in/text-of-pm-s-address-at-the-56th-annual-convocation-of-iit-bombay-,79
Biofuels can power India’s growth in 21st century: PM Modi,"World Biofuel Day,Environment,PM's Wishes,Greetings,Science and Technology,Empowering the Poor,Farmer Welfare,Development,Infrastructure,Pollution,Clean Energy,MSP,Sugar Sector,Technology,Agriculture,Foreign Exchange,Employment,Yuva Shakti,Jobs,Book Release,Start up India,Swachh Bharat Abhiyan,Krishi Vigyan Kendras,Biogas,Parivesh,Solar Power,Electricity,LED,International Solar Alliance,Women Empowerment,CNG,Urban Development,Good Governance,Governance Reform,National Bamboo Mission,Investment,Indologists,Gobar Dhan Yojana,Self-help Group,Jan Dhan Yojana,Van Dhan Yojana,Scientists,Railway,Speeches,Captain Jai Narain Prasad Nishad,Condolence",https://www.narendramodi.in/text-of-pm-s-speech-at-the-inauguration-of-world-biofuel-day-2018-,80
PM’s remarks on the election of Shri Harivansh as Deputy Chairman of the Rajya Sabha,"Rajya Sabha,Deputy Chairman,Harivansh Narayan Singh,PM's Wishes,Greetings,Parliament,Election,Speeches,Captain Jai Narain Prasad Nishad,Condolence",https://www.narendramodi.in/text-of-pm-s-remarks-in-parliament-on-the-election-of-shri-harivansh-as-deputy-chairman-of-the-rajya-sabha,81
Parliament represents the dreams and voices of 125 crore Indians: PM Modi,"Parliament,Good Governance,Awards,Best Parliamentarians,President,Vice President,Speeches,Captain Jai Narain Prasad Nishad,Condolence",https://www.narendramodi.in/parliament-represents-the-dreams-and-voices-of-125-crore-indians-pm-modi,82
"The speed with which projects have moved in Uttar Pradesh under the present government within five months, is outstanding: PM Modi","Lucknow,Uttar Pradesh,Infrastructure,Industries,Food,Information Technology,Farming,Environment,Smart City,Pradhan Mantri Awas Yojana,Transforming India,Next Generation Infrastructure,Farmers,Leadership,Economy,Digital India,Investment,Development,MoU,Electricity,Transport,Road,Business,#Ease Of Doing Business,Mahatma Gandhi,#SaafNiyatSahiVikas,Banking,Employment,Sabka Saath Sabka Vikas,Youth,Jobs,Make In India,Optical Fibre,Bharat Net,Common Service Centers,Telemedicine,Pradhan Mantri Jan Aushadhi Kendra,Mobile,Manufacturing,Knowledge Revolution,FDI,GST Council,GST Bill,Good Governance,Indologists,MSME,Clean Energy,Solar Power,International Solar Alliance,Coal,Power Sector,UDAY,Pradhan Mantri Ujjwala Yojana,Saubhagya,LED,World Bank,Governance,Defence,Agriculture,New India,Atal Bihari Vajpayee,Speeches,Captain Jai Narain Prasad Nishad,Condolence",https://www.narendramodi.in/text-of-pm-s-address-at-groundbreaking-ceremony-of-various-projects-in-uttar-pradesh-,83
Most difficult missions can be accomplished with a calm and steady mind: PM Modi during Mann Ki Baat,"Mann Ki Baat,Narendra Modi,Narendra Modi App,Aakashvaani,Lokmanya Tilak,Chandra Shekhar Azad,Tribute,Sports,Human Development,Environment,Media,International,Youth,Farmers,Skill Development,Education,Girl Child Education,Technology,Modi In USA,Digital India,Gram Swaraj Yojana,Culture,Sardar Patel,Healthcare,Speeches,Captain Jai Narain Prasad Nishad,Condolence",https://www.narendramodi.in/most-difficult-missions-can-be-accomplished-with-a-calm-and-steady-mind-pm-modi-during-mann-ki-baat,84
"I am proud to be a 'bhagidar' of the pain suffered by the poor: PM Modi","Lucknow,Uttar Pradesh,Citizen Engagement,Pradhan Mantri Awas Yojana,Smart City,Good Governance,Infrastructure,Renewable Energy,AMRUT,Manufacturing,Power,Empowering the Poor,Urban Development,Ease Of Living,Economy,New India,Open Defecation Free,Women Empowerment,Nari Shakti,LED,2022,Atal Bihari Vajpayee,Atal Mission for Rejuvenation and Urban Transformation,Speeches,Captain Jai Narain Prasad Nishad,Condolence",https://www.narendramodi.in/text-of-pm-s-address-at-an-event-transforming-urban-landscape-in-lucknow-uttar-pradesh-,85
PM’s remarks at BRICS Outreach Session,"South Africa,Modi In South Africa,BRIC,Sandton International Convention Centre,BRICS-Africa Outreach,India First,International,Economy,Development,Uganda,Parliament,Trade,Commerce,Finance,Artificial Intelligence,Big Data Analytics,Infrastructure,Skill Development,Investment,Security,Foreign Policy,Power,Agriculture,Education,Yuva Shakti,Speeches,Captain Jai Narain Prasad Nishad,Condolence",https://www.narendramodi.in/pm-s-remarks-at-brics-outreach-session,86
Key takeaways from PM Modi’s address to the Parliament of Uganda,"Uganda,Modi In Uganda,Parliament,India First,International,Yoweri Museveni,President,Rebecca Kadaga,Lok Sabha,Africa,Democracy,Maritime,Youth,Yuva Shakti,Women Empowerment,Nari Shakti,Diwali,Festival,Mahatma Gandhi,Gandhi Heritage Centre,Birth Anniversary,Non Cooperation Movement,Peace,Citizen Engagement,Good Governance,Nelson Mandela,Trade,Economy,India Africa Forum Summit 2015,Innovation,Infrastructure,Investment,Agriculture,Healthcare,Education,Human Development,Energy,Defence,International Solar Alliance,India-Africa Forum Summit,African Development Bank,Blue Economy,Speeches,Captain Jai Narain Prasad Nishad,Condolence",https://www.narendramodi.in/pm-modi-addresses-the-parliament-of-uganda,87
"India has always been a partner in Africa's development journey and will remain so: PM Modi","Modi In Uganda,Uganda,India First,International,Economy,Make In India,Start up India,Mobile,Indian Community,Development,Speeches,Good Governance,Infrastructure,Next Generation Infrastructure,Indian Railways,Ease Of Living",https://www.narendramodi.in/text-of-pm-s-speech-at-indian-community-event-in-uganda-on-24th-july-2018-,88
PM Modi with President of Uganda Yoweri Museveni at a Joint Press Meet,"Uganda,Modi In Uganda,Yoweri Museveni,President,Meeting,Foreign Policy,International,Defence,Security,Army,Indian Community,Economy,Technology,Infrastructure,Speeches,Good Governance,Infrastructure,Next Generation Infrastructure,Indian Railways,Ease Of Living",https://www.narendramodi.in/pm-modi-with-president-of-uganda-yoweri-museveni-at-a-joint-press-meet,89
We want to boost economic ties between India and Rwanda: PM Modi,"South Africa,Modi In Rwanda,BRICS,Meeting,India First,International,Bilateral Meeting,Parliament,Defence,Agriculture,Foreign Policy,Trade,Human Development,Modi in Africa,MoU,Speeches,Good Governance,Infrastructure,Next Generation Infrastructure,Indian Railways,Ease Of Living",https://www.narendramodi.in/text-of-pm-s-address-at-india-rwanda-business-forum-in-kigali-convention-centre-rwanda-on-24th-july-2018,90
Remarks by PM Modi at joint press meet with President Kagame of Rwanda,"Modi In Rwanda,Rwanda,Kigali,India First,Media,Technology,Infrastructure,Development,Finance,Embassy,Business,Speeches,Good Governance,Infrastructure,Next Generation Infrastructure,Indian Railways,Ease Of Living",https://www.narendramodi.in/remarks-by-pm-modi-at-joint-press-meet-with-president-kagame-of-rwanda,91
Indian diaspora are our Rashtradoots: PM Modi,"Modi In Rwanda,Rwanda,Indian Community,India First,International,Speeches,Good Governance,Infrastructure,Next Generation Infrastructure,Indian Railways,Ease Of Living",https://www.narendramodi.in/text-of-pm-s-address-at-indian-community-event-in-rawanda-on-23rd-july-2018-,92
"PM Modi addresses programme to mark expansion of Emergency Ambulance Service at Jaffna, Sri Lanka","Jaffna,Sri Lanka,India First,Video Conference,Ambulance,Healthcare,Speeches,Good Governance,Infrastructure,Next Generation Infrastructure,Indian Railways,Ease Of Living",https://www.narendramodi.in/pm-modi-addresses-programme-to-mark-expansion-of-emergency-ambulance-service-at-jaffna-sri-lanka,93
We are leaving no stone unturned towards farmers’ welfare: PM Modi,"BJP,Shahjahanpur,Uttar Pradesh,Kisan Kalyan Rally,Farmers,Farmer Welfare,Democracy,Lok Sabha,Politics,Tourism,Youth,Yuva Shakti,Employment,Jobs,Good Governance,Speeches,Good Governance,Infrastructure,Next Generation Infrastructure,Indian Railways,Ease Of Living",https://www.narendramodi.in/text-of-pm-modi-s-speech-at-kisan-kalyan-rally-in-shahjahanpur-uttar-pradesh,94
"We have served the nation with the Mantra of 'Sabka Saath, Sabka Vikas': PM Modi in Lok Sabha","Parliament,Democracy,Constitution,Election,Lok Sabha,Narendra Modi,Good Governance,Sabka Saath Sabka Vikas,Jan Dhan Yojana,Open Defecation Free,Pradhan Mantri Ujjwala Yojana,LED,Mobile,Youth,Jobs,MUDRA,NDA,Congress,North East,Ayushman Bharat Yojana,Start up India,Digital Economy,Cashless Transaction,Internet,Banking,BHIM App,Economy,FDI,Minority,Telangana,Andhra Pradesh,RBI,Atal Bihari Vajpayee,Development,Railway,Speeches,Good Governance,Infrastructure,Next Generation Infrastructure,Indian Railways,Ease Of Living",https://www.narendramodi.in/text-of-pm-s-reply-to-the-no-confidence-motion-in-lok-sabha-on-20-july-2018-,95
"People who have not seen darkness, don't understand the meaning of illumination: PM Modi","Narendra Modi App,Electricity,Electricity for all,Saubhagya yojna,Empowering the Poor,Gram Swaraj Abhiyan,Good Governance,Deendayal Antyodaya Yojana,Development,Energy,Human Development,Ease Of Living,Children,Education,Nari Shakti,Women Empowerment,Youth,Jobs,Banks,Rural Electrification,Rural Development,Solar Power,Deendayal Upadhyay Gram Jyoti Yojana,Speeches,Good Governance,Infrastructure,Next Generation Infrastructure,Indian Railways,Ease Of Living",https://www.narendramodi.in/text-of-pm-s-interaction-with-the-beneficiaries-of-rural-electrification-and-saubhagyayojana,96
PM’s statement ahead of Monsoon Session of Parliament,"Parliament,Monsoon Session,Good Governance,Democracy,Rajya Sabha,Speeches,Good Governance,Infrastructure,Next Generation Infrastructure,Indian Railways,Ease Of Living",https://www.narendramodi.in/pm-s-statement-ahead-of-monsoon-session-of-parliament,97
"‘Syndicate politics’ is flourishing under TMC in West Bengal, which is hampering the state’s growth: PM Modi","Paschim Medinipur,West Bengal,Farmer Welfare,Farmers,MSP,Public Rally,Agriculture,Farming,Neem Coating Urea,Soil Health Card,Irrigation,Pradhan Mantri Krishi Sinchai Yojna,Animal Husbandry,Empowering the Poor,Development,Rashtriya Gramin Swaraj,National Bamboo Mission,Honey,Tribal Community,e-NAM,Infrastructure,Technology,Blue Revolution,Sagarmala Project,Fisheries,Fishermen,Good Governance,Youth,Jobs,Employment,School,Hospital,Road,Investment,MSME,Panchayati Raj,Dalit Community,Democracy,Culture,Election,Election Commission,Supreme Court,Parliament,Speeches,Good Governance,Infrastructure,Next Generation Infrastructure,Indian Railways,Ease Of Living",https://www.narendramodi.in/text-of-speech-pm-s-address-at-kisan-kalyan-rally-at-medinipur-west-bengal,98
"We are future-proofing India in every way, enabling New India to take off: PM Modi","New India Conclave,New India,Citizen Engagement,Transforming India,Empowering the Poor,Youth,Good Governance,Rural Development,Hima Das,Sports,Digital India,Khelo India,BharatMala,Sagarmala Project,Atal Innovation Mission,Corruption,Demonetisation,Digital Economy,Cashless Transaction,Human Development,Economy,FDI,Employment,Yuva Shakti,Goods and Services Tax,Speeches,Good Governance,Infrastructure,Next Generation Infrastructure,Indian Railways,Ease Of Living",https://www.narendramodi.in/text-of-pm-s-address-at-the-valedictory-function-of-new-india-conclave-at-vigyan-bhawan-new-delhi-,99
Those shedding crocodile tears for farmers should be asked about their incomplete farm projects: PM Modis in Mirzapur,"Mirzapur,Uttar Pradesh,Medical,Hospital,Empowering the Poor,Good Governance,Infrastructure,International Solar Alliance,Farmer Welfare,Farmers,Development,Railway,Healthcare,Irrigation,Pradhan Mantri Krishi Sinchai Yojna,Energy,Drip Irrigation,Farming,Micro Irrigation,MSP,Neem Coating Urea,National Bamboo Mission,Pradhan Mantri Jan Aushadhi Kendra,Swachh Bharat Abhiyan,Children,Open Defecation Free,Ayushman Bharat Yojana,National Ayush Mission (NAM),Pradhan Mantri Jeevan Jyoti Bima Yojana,Pradhan Mantri Suraksha Bima Yojana,Jan Dhan Yojana,Banking,Pradhan Mantri Ujjwala Yojana,RuPay,Digital India,MUDRA,Pradhan Mantri Awas Yojana,Youth,Employment,Education,Jobs,Per Drop More Crop,Speeches,Good Governance,Infrastructure,Next Generation Infrastructure,Indian Railways,Ease Of Living",https://www.narendramodi.in/text-of-pm-s-address-at-the-inauguration-of-bansagar-canal-project-and-laying-of-foundation-stone-for-various-development-projects-in-mirzapur-,100
"New Banaras - a blend of spirituality and modernity - is being developed, for a New India: PM Modi","Varanasi,Uttar Pradesh,Inauguration,Development,Farmers,Infrastructure,New India,Culture,Human Development,Social Media,Road,Transport,Water,Sewage Treatment Plant,Swachh Bharat Abhiyan,Clean India,Tribal Community,Electricity,Smart City,Youth,Yuva Shakti,Samsung,Mobile,Make In India,Digital India,Nari Shakti,Women Empowerment,Hima Das,Sports,Employment,Jobs,LPG,Gas,MUDRA,Entrepreneurship,Pradhan Mantri Ujjwala Yojana,CNG,Pravasi Bharatiya Divas,Varanasi-Ballia EMU Train,Varanasi City Gas Distribution Project,Namami Gange,International Convention Centre Varanasi,Poorvanchal Expressway,Japan,Prime Minister,Shinzo Abe,Tourism,Panchkoshi Parikrama Marg,Investment,Tata Consultancy Services,Business Process Outsourcing,Pollution,Ministry Of Railways,Indian Railways,Speeches,Good Governance,Infrastructure,Next Generation Infrastructure,Indian Railways,Ease Of Living",https://www.narendramodi.in/text-of-pm-s-address-at-the-inauguration-and-laying-of-foundation-stone-for-various-development-projects-in-varanasi,101
Connectivity is necessary for development: PM Narendra Modi,"Poorvanchal Expressway,Inauguration,Azamgarh,Uttar Pradesh,Infrastructure,Good Governance,Law & Order,Development,Corruption,Business,Investment,Tourism,Youth,Yuva Shakti,Employment,Jobs,Empowering the Poor,National Highway projects,New India,Railway,Airport,Optical Fibre,Health and Wellness Centre,Human Development,Healthcare,Pradhan Mantri Awas Yojana,Housing,Pradhan Mantri Gram Sadak Yojana,Road,Farmers,Dalit Community,Women Empowerment,Nari Shakti,Gas,Pradhan Mantri Ujjwala Yojana,Ayushman Bharat Yojana,Poverty,MSP,Trade,Trade Facilitation Centre & Crafts Museum,Handicraft,Textile,One District One Product Scheme,Environment,UDAN,AIIMS,Sabka Saath Sabka Vikas,Jan Dhan Yojana,Good Governance,Infrastructure,Next Generation Infrastructure,Indian Railways,Ease Of Living",https://www.narendramodi.in/text-of-pm-s-address-on-laying-of-foundation-stone-for-poorvanchal-expressway-in-azamgarh,102
"Until we feel proud of our heritage we will not be able to preserve it, says PM Modi","Archaeology Survey of India,New Delhi,Technology,Human Development,Space Technology,Archaeological & Anthropological Research India,Scientists,International,Innovation,History,Medical,Knowledge,Heritage,Jan Bhagidari,Senior Citizens,Culture,Tourism,Education,Children,Skill Development,Sardar Sarovar Dam,Speeches,Good Governance,Infrastructure,Next Generation Infrastructure,Indian Railways,Ease Of Living",https://www.narendramodi.in/text-of-pm-s-speech-at-the-inauguration-the-new-building-of-archaeological-survey-of-india-,103
It is important to recognize the talent of women and provide them with the right opportunities: PM Modi,"Narendra Modi App,Nari Shakti,Women Empowerment,Financial Inclusion,Farming,Animal Welfare,Animal Husbandry,Deen Dayal Upadhyay Kaushalya Yojana,Empowering the Poor,Deendayal Antyodaya Yojana,Rashtriya Gramin Swaraj,Youth,Good Governance,Self-help Group,Jan Bhagidari,Skill Development,Economy,Education,Pradhan Mantri Awas Yojana,Swachh Bharat Abhiyan,Sanitation,E-rickshaws,Transport,Banking,Jan Dhan Yojana,Girl Child Education,Development,Employment,Jobs,Digital India,Mann Ki Baat,Electricity,MUDRA,Neem Coating Urea,Common Service Centers,Speeches,Good Governance,Infrastructure,Next Generation Infrastructure,Indian Railways,Ease Of Living",https://www.narendramodi.in/text-of-pm-s-speech-during-his-interaction-with-the-members-of-self-help-groups-across-the-country-through-video-bridge-,104
Congress is spreading lies and rumours regarding Minimum Support Price: PM Modi,"Punjab,Farmer Welfare,Farmers,MSP,Public Rally,Agriculture,Guru Gobind Singh,Guru Nanak Dev,Kashi,Cotton,Sugar Sector,One Rank One Pension,Empowering the Poor,Soil Health Card,Neem Coating Urea,Pradhan Mantri Krishi Sinchai Yojna,Farming,e-NAM,Common Service Centers,SAMPADA,FDI,Green Revolution,Blue Revolution,White Revolution,Sweet Revolution,Organic Farming,Animal Husbandry,Fisheries,Pollution,AIIMS,Health,Rashtriya Gram Swaraj Abhiyan,Jan Dhan Yojana,LED,Pradhan Mantri Jeevan Jyoti Bima Yojana,Pradhan Mantri Suraksha Bima Yojana,Electricity for all,Pradhan Mantri Ujjwala Yojana,MUDRA,New India,Airport,Sabka Saath Sabka Vikas,Sikh Community,Defence,BharatMala,#Ease Of Doing Business,World Bank,Speeches,Good Governance,Infrastructure,Next Generation Infrastructure,Indian Railways,Ease Of Living",https://www.narendramodi.in/text-of-pm-modi-s-speech-at-kisan-kalyan-rally-in-malout-punjab,105
Digital technology is playing a key role in making the lives of the common man simpler: PM Modi,"Samsung,Inauguration,South Korea,Noida,Make In India,India First,Mobile,New India,Technology,Digital India,Government e-Marketplace,Entrepreneur,BHIM App,RuPay,Economic Policy,Good Governance,Jobs,Youth,Manufacturing,Cashless Transaction,Common Service Centers,Empowerment,Business,Investment,Neo Middle Class,Global R&D Hub,Speeches,Good Governance,Infrastructure,Next Generation Infrastructure,Indian Railways,Ease Of Living",https://www.narendramodi.in/text-of-pm-s-address-at-the-inauguration-of-the-samsung-mobile-manufacturing-facility-in-noida-up,106
All our efforts are aimed at building a New India: PM Modi in Jaipur,"Rajasthan,Jaipur,Infrastructure,Farmer Welfare,Good Governance,Empowering the Poor,Culture,Human Development,Barmer Refinery Project,Development,Healthcare,Security,Farmers,Soil Health Card,Science and Technology,MSP,Pradhan Mantri Fasal Bima Yojana,Crop Insurance,Citizen Engagement,Swachh Bharat Abhiyan,Clean India,Jan Dhan Yojana,Banks,Pradhan Mantri Awas Yojana,Housing,Entrepreneurship,Electricity,Pradhan Mantri Ujjwala Yojana,Water Conservation,Education,National Nutrition Mission,Vaccine,Beti Bachao Beti Padhao,Women Empowerment,Nari Shakti,Ayushman Bharat Yojana,Gram Swaraj Abhiyan,LED,Gas,Sabka Saath Sabka Vikas,New India,Beej Se Baazar tak,Pradhan Mantri Suraksha Bima Yojana,MUDRA,Saubhagya yojna,Speeches,Good Governance,Infrastructure,Next Generation Infrastructure,Indian Railways,Ease Of Living",https://www.narendramodi.in/preliminary-text-of-pm-s-address-at-the-public-meeting-with-beneficiaries-in-jaipur-rajasthan-,107
Our government has given a new direction to public healthcare: PM Modi,"AIIMS,New Delhi,Health,Healthcare,Hospital,Senior Citizens,Doctors,Technology,Medical,Infrastructure,Vaccine,New India,Education,National Health Policy,National Ayush Mission (NAM),Swachh Bharat Abhiyan,National Nutrition Mission,Empowering the Poor,Stent,GST Bill,End TB Summit,Pradhan Mantri Matru Vandana Yojana,Pradhan Mantri Surakshit Matritva Abhiyan,Pregnant Women and Lactating Mothers,Children,555-bed Super Speciality Block,500-bed New Emergency Block,300-bed PowerGrid Vishram Sadan,National Centre for Aging,National Dialysis Service Program,Yoga,Pradhan Mantri National Dialysis Programme,Pradhan Mantri Jan Aushadhi Yojna,Pradhan Mantri Jan Aushadhi Kendra,Indian Railways,Gram Swaraj Abhiyan,Aspirational Districts,Speeches,Good Governance,Infrastructure,Next Generation Infrastructure,Indian Railways,Ease Of Living",https://www.narendramodi.in/text-of-pm-s-address-at-the-inauguration-of-various-healthcare-projects-at-aiims,108
"Sant Kabir represents the essence of India's soul: PM Modi in Maghar","Sant Kabir,Uttar Pradesh,Guru Nanak Dev,Gorakhpur,Art,Culture,Social Reformer,Social Worker,Mahatma Gandhi,Empowering the Poor,Dalit Community,Muslim Community,Nari Shakti,Women Empowerment,Jan Dhan Yojana,Pradhan Mantri Ujjwala Yojana,Pradhan Mantri Jeevan Jyoti Bima Yojana,Pradhan Mantri Suraksha Bima Yojana,Swachh Bharat Abhiyan,Ayushman Bharat Yojana,Sabka Saath Sabka Vikas,EK Bharat Shreshtha Bharat,Indian Railways,Dr. APJ Abdul Kalam,Electricity,Optical Fibre,Highway,Airport,Human Development,New India,Rural Development,Buddha,Babasaheb Ambedkar,Pradhan Mantri Awas Yojana,1975 Emergency,Democracy,Bharat Net,Pradhan Mantri Gramin Digital Saksharta Abhiyan,Speeches,Good Governance,Infrastructure,Next Generation Infrastructure,Indian Railways,Ease Of Living",https://www.narendramodi.in/text-of-pm-s-address-at-maghar-uttar-pradesh-on-the-occasion-of-the-500th-death-anniversary-of-the-great-saint-and-poet-kabir-,109
"Banking the unbanked, funding the unfunded and financially securing the unsecured are the three aspects our Government is focused on: PM","Narendra Modi,Narendra Modi App,Pradhan Mantri Jeevan Jyoti Bima Yojana,Pradhan Mantri Suraksha Bima Yojana,Nari Shakti,Women Empowerment,Empowering the Poor,Dalit Community,Divyang,Pradhan Mantri Vaya Vandana Yojana,Senior Citizens,Citizen Engagement,Economy,Pradhan Mantri Jan Aushadhi Kendra,Pradhan Mantri Jan Aushadhi Yojna,Health,Indian Railways,Human Development,Atal Pension Yojna,Speeches,Good Governance,Infrastructure,Next Generation Infrastructure,Indian Railways,Ease Of Living",https://www.narendramodi.in/text-of-pm-s-speech-during-his-interaction-with-the-beneficiaries-of-various-social-security-schemes-via-nm-app-,110
"New India stands on pillars of economic opportunity for all, holistic development, digital infrastructure: PM","Prime Minister,Mumbai,Asian Infrastructure Investment Bank,Meeting,Foreign Exchange,Employment,Healthcare,Education,Power,Transport,Agriculture,Rural,Development,Sanitation,Urban Development,Infrastructure,Telecom,Macro-Economy,Growth,Skill Development,FDI,Economy,Business,Environment,GST Bill,Goods and Services Tax,One Nation One Tax,Housing,Pradhan Mantri Awas Yojana,Energy,Solar Power,International Solar Alliance,Renewable Energy,Technology,BharatMala,Sagarmala Project,Waterways,UDAN,Bharat Net,Digital India,BHIM App,Unified Payment Interface,UMANG App,RuPay,Electricity,International,Waste management,Human Development,India First,Foreign Trade,Innovation,Indian Railways,Ayushman Bharat Yojana,National Nutrition Mission,New India,Speeches,Good Governance,Infrastructure,Next Generation Infrastructure,Indian Railways,Ease Of Living",https://www.narendramodi.in/pm-modi-inaugurates-the-third-annual-meeting-of-the-asian-infrastructure-investment-bank-aiib-,111
